site,plot,plot.unq,replicate,n.treat,n.treat.dummy,n.treat.cat,weevil,weevil.dummy,block,21_d13c,21_mg.c.gsoil,21_d15n,21_mg.n.gsoil,18_mg.c.gsoil,18_mg.n.gsoil,18_c.mg.m2,18_n.mg.m2,litter_kg_m2_mean,herb_kg_m2_mean,som_kg_m2_mean,pH2019,percent.moist2019,bd.cores.g.cm3.2021,bd.pits.g.cm3.2018,sum.13,sum.14,sum.21,numberwillow,numberother,totalnumber,willowarea,otherarea,totalstemarea
2,6,24,b,16,3,high,W,1,4,-27.78,8.6,-0.91,0.478050655,2.659617692,0.197105538,0.006649044,0.000492764,3.981111111,0.025833333,0.016444444,5.72,16.32,1.21,1.278,174.3,350.3189968,294.3,9,1,10,391.7227532,2.847068342,394.5698216
2,6,24,c,16,3,high,W,1,4,-27.84,8.4,-0.73,0.423218282,3.025296818,0.179012727,0.007563242,0.000447532,3.981111111,0.025833333,0.016444444,5.72,16.32,1.21,1.278,174.3,350.3189968,294.3,9,1,10,391.7227532,2.847068342,394.5698216
2,10,28,a,16,3,high,NW,0,5,-28.24,3.7,-1.54,0.201073913,1.48611766,0.131537234,0.003715294,0.000328843,2.442083333,0.085,0.024583333,5.81,15.01,1.34,1.239,138.4,161.3679067,387.1,12,0,12,469.7035232,0,469.7035232
2,10,28,b,16,3,high,NW,0,5,-27.64,3.3,-1.3,0.146603625,2.530787234,0.210700638,0.006326968,0.000526752,2.442083333,0.085,0.024583333,5.81,15.01,1.34,1.239,138.4,161.3679067,387.1,12,0,12,469.7035232,0,469.7035232
2,10,28,c,16,3,high,NW,0,5,-27.79,2.9,-1.65,0.163603122,2.049497234,0.150596596,0.005123743,0.000376491,2.442083333,0.085,0.024583333,5.81,15.01,1.34,1.239,138.4,161.3679067,387.1,12,0,12,469.7035232,0,469.7035232
2,12,30,a,16,3,high,W,1,5,-28.18,5.1,-1.37,0.383876289,5.748370615,0.411525077,0.014370927,0.001028813,4.362777778,0.036111111,0.010277778,5.9,10.21,1.37,1.464,68.9,198.2659124,28.8,10,1,11,152.7580578,0.567450173,153.325508
2,12,30,b,16,3,high,W,1,5,-27.92,4.9,-1.16,0.305250912,3.255737539,0.191581231,0.008139344,0.000478953,4.362777778,0.036111111,0.010277778,5.9,10.21,1.37,1.464,68.9,198.2659124,28.8,10,1,11,152.7580578,0.567450173,153.325508
2,12,30,c,16,3,high,W,1,5,-28.4,5.2,-1.14,0.391133455,2.224222727,0.178173485,0.005560557,0.000445434,4.362777778,0.036111111,0.010277778,5.9,10.21,1.37,1.464,68.9,198.2659124,28.8,10,1,11,152.7580578,0.567450173,153.325508
2,13,31,a,16,3,high,NW,0,6,-28.03,5.6,-0.07,0.208127096,2.737420667,0.195065333,0.006843552,0.000487663,4.526363636,0.063636364,0.017727273,5.8,15.32,1.38,1.373,85.6,164.0932383,543.7,8,0,8,543.6713012,0,543.6713012
2,13,31,b,16,3,high,NW,0,6,-28.09,5.4,-0.16,0.282905764,2.15609617,0.148727234,0.00539024,0.000371818,4.526363636,0.063636364,0.017727273,5.8,15.32,1.38,1.373,85.6,164.0932383,543.7,8,0,8,543.6713012,0,543.6713012
2,13,31,c,16,3,high,NW,0,6,-27.24,5.6,0.02,0.269521569,2.313990667,0.168792222,0.005784977,0.000421981,4.526363636,0.063636364,0.017727273,5.8,15.32,1.38,1.373,85.6,164.0932383,543.7,8,0,8,543.6713012,0,543.6713012
2,16,34,a,16,3,high,W,1,6,-27.8,3.3,-1.14,0.214320661,2.11250625,0.148824219,0.005281266,0.000372061,2.003333333,0.058333333,0.039166667,5.78,13.24,1.33,1.707,119.8,232.1479891,84.7,14,0,14,106.6586414,0,106.6586414
2,16,34,b,16,3,high,W,1,6,-27.84,3.3,-1.2,0.211773746,2.294614154,0.204921846,0.005736535,0.000512305,2.003333333,0.058333333,0.039166667,5.78,13.24,1.33,1.707,119.8,232.1479891,84.7,14,0,14,106.6586414,0,106.6586414
2,16,34,c,16,3,high,W,1,6,-27.57,3.9,-1.39,0.29456,1.692306716,0.139423731,0.004230767,0.000348559,2.003333333,0.058333333,0.039166667,5.78,13.24,1.33,1.707,119.8,232.1479891,84.7,14,0,14,106.6586414,0,106.6586414
