site,succession,plot,plot.unq,n.treat,weevil,block,open_under,tag,weight.pre,weight.post,mass.loss,per.mass.lost,d13c_mean,perC_mean,d15n_mean,perN_mean,C.N_mean,d13c_std.error,perC_std.error,d15n_std.error,perN_std.error,C.N_std.error
west,Primary,4,22,0,W,4,open,2704,2.1,1.2,0.9,42.85714286,-28.81666667,49.81666667,-3.43,1.71,29.21586096,0.07535103,0.431676319,0.092915732,0.066583281,1.097800978
west,Primary,5,23,16,NW,4,under,2705,3,2.2,0.8,26.66666667,-27.99666667,48.79333333,-1.283333333,1.416666667,34.48593148,0.086474145,0.440466924,0.023333333,0.040960686,0.777007796
west,Primary,5,23,16,NW,4,open,2706,3,2.5,0.5,16.66666667,-27.99666667,48.79333333,-1.283333333,1.416666667,34.48593148,0.086474145,0.440466924,0.023333333,0.040960686,0.777007796
west,Primary,5,23,16,NW,4,under,2707,3,3,0,0,-27.99666667,48.79333333,-1.283333333,1.416666667,34.48593148,0.086474145,0.440466924,0.023333333,0.040960686,0.777007796
west,Primary,5,23,16,NW,4,under,2708,3,2,1,33.33333333,-27.99666667,48.79333333,-1.283333333,1.416666667,34.48593148,0.086474145,0.440466924,0.023333333,0.040960686,0.777007796
west,Primary,5,23,16,NW,4,open,2709,3,2.6,0.4,13.33333333,-27.99666667,48.79333333,-1.283333333,1.416666667,34.48593148,0.086474145,0.440466924,0.023333333,0.040960686,0.777007796
west,Primary,5,23,16,NW,4,open,2710,3,1.9,1.1,36.66666667,-27.99666667,48.79333333,-1.283333333,1.416666667,34.48593148,0.086474145,0.440466924,0.023333333,0.040960686,0.777007796
west,Primary,5,23,16,NW,4,under,2711,3,1.2,1.8,60,-27.99666667,48.79333333,-1.283333333,1.416666667,34.48593148,0.086474145,0.440466924,0.023333333,0.040960686,0.777007796
west,Primary,5,23,16,NW,4,open,2712,3,2.8,0.2,6.666666667,-27.99666667,48.79333333,-1.283333333,1.416666667,34.48593148,0.086474145,0.440466924,0.023333333,0.040960686,0.777007796
west,Primary,6,24,16,W,4,open,2713,2,0.5,1.5,75,-27.24,45.07,-2.416666667,1.61,28.09378242,0.005773503,0.678847062,0.140988573,0.065064071,1.300888441
west,Primary,6,24,16,W,4,under,2714,2,1.4,0.6,30,-27.24,45.07,-2.416666667,1.61,28.09378242,0.005773503,0.678847062,0.140988573,0.065064071,1.300888441
west,Primary,6,24,16,W,4,under,2795,2,1.7,0.3,15,-27.24,45.07,-2.416666667,1.61,28.09378242,0.005773503,0.678847062,0.140988573,0.065064071,1.300888441
west,Primary,6,24,16,W,4,open,2796,2,1.4,0.6,30,-27.24,45.07,-2.416666667,1.61,28.09378242,0.005773503,0.678847062,0.140988573,0.065064071,1.300888441
west,Primary,6,24,16,W,4,under,2798,2,1.7,0.3,15,-27.24,45.07,-2.416666667,1.61,28.09378242,0.005773503,0.678847062,0.140988573,0.065064071,1.300888441
west,Primary,6,24,16,W,4,open,2800,2,1.2,0.8,40,-27.24,45.07,-2.416666667,1.61,28.09378242,0.005773503,0.678847062,0.140988573,0.065064071,1.300888441
west,Primary,8,25,0,NW,5,open,2715,2.1,2.1,0,0,-28.96666667,47.94,-5.536666667,1.28,37.58068831,0.077960104,1.874415464,0.044845413,0.077674535,1.261146782
west,Primary,8,25,0,NW,5,open,2716,2.1,2.1,0,0,-28.96666667,47.94,-5.536666667,1.28,37.58068831,0.077960104,1.874415464,0.044845413,0.077674535,1.261146782
west,Primary,8,25,0,NW,5,open,2717,2.1,2,0.1,4.761904762,-28.96666667,47.94,-5.536666667,1.28,37.58068831,0.077960104,1.874415464,0.044845413,0.077674535,1.261146782
west,Primary,8,25,0,NW,5,under,2718,2.1,2,0.1,4.761904762,-28.96666667,47.94,-5.536666667,1.28,37.58068831,0.077960104,1.874415464,0.044845413,0.077674535,1.261146782
west,Primary,8,25,0,NW,5,under,2719,2.1,1.8,0.3,14.28571429,-28.96666667,47.94,-5.536666667,1.28,37.58068831,0.077960104,1.874415464,0.044845413,0.077674535,1.261146782
west,Primary,8,25,0,NW,5,under,2720,2.1,1.9,0.2,9.523809524,-28.96666667,47.94,-5.536666667,1.28,37.58068831,0.077960104,1.874415464,0.044845413,0.077674535,1.261146782
west,Primary,8,25,0,NW,5,open,2721,2.1,1.9,0.2,9.523809524,-28.96666667,47.94,-5.536666667,1.28,37.58068831,0.077960104,1.874415464,0.044845413,0.077674535,1.261146782
west,Primary,8,25,0,NW,5,under,2722,2.1,1.7,0.4,19.04761905,-28.96666667,47.94,-5.536666667,1.28,37.58068831,0.077960104,1.874415464,0.044845413,0.077674535,1.261146782
west,Primary,9,26,8,NW,5,under,2723,3.1,2.3,0.8,25.80645161,-28.32666667,44.68,-3.033333333,1.473333333,30.31875492,0.017638342,1.679493971,0.063333333,0.049777282,0.23322568
west,Primary,9,26,8,NW,5,under,2725,3.1,2.8,0.3,9.677419355,-28.32666667,44.68,-3.033333333,1.473333333,30.31875492,0.017638342,1.679493971,0.063333333,0.049777282,0.23322568
west,Primary,9,26,8,NW,5,under,2726,3.1,2.2,0.9,29.03225806,-28.32666667,44.68,-3.033333333,1.473333333,30.31875492,0.017638342,1.679493971,0.063333333,0.049777282,0.23322568
west,Primary,9,26,8,NW,5,open,2727,3.1,2.3,0.8,25.80645161,-28.32666667,44.68,-3.033333333,1.473333333,30.31875492,0.017638342,1.679493971,0.063333333,0.049777282,0.23322568
west,Primary,9,26,8,NW,5,open,2728,3.1,2.6,0.5,16.12903226,-28.32666667,44.68,-3.033333333,1.473333333,30.31875492,0.017638342,1.679493971,0.063333333,0.049777282,0.23322568
west,Primary,9,26,8,NW,5,under,2728,3.1,1.9,1.2,38.70967742,-28.32666667,44.68,-3.033333333,1.473333333,30.31875492,0.017638342,1.679493971,0.063333333,0.049777282,0.23322568
west,Primary,9,26,8,NW,5,open,2729,3.1,3.1,0,0,-28.32666667,44.68,-3.033333333,1.473333333,30.31875492,0.017638342,1.679493971,0.063333333,0.049777282,0.23322568
west,Primary,9,26,8,NW,5,open,2730,3.1,1.9,1.2,38.70967742,-28.32666667,44.68,-3.033333333,1.473333333,30.31875492,0.017638342,1.679493971,0.063333333,0.049777282,0.23322568
west,Primary,10,27,16,NW,5,under,2731,3,3,0,0,-28.11333333,48.76,-1.49,1.376666667,35.44950627,0.053644923,1.336126242,0.089628864,0.037118429,1.080900286
west,Primary,10,27,16,NW,5,under,2732,3,2.5,0.5,16.66666667,-28.11333333,48.76,-1.49,1.376666667,35.44950627,0.053644923,1.336126242,0.089628864,0.037118429,1.080900286
west,Primary,10,27,16,NW,5,under,2734,3,1.9,1.1,36.66666667,-28.11333333,48.76,-1.49,1.376666667,35.44950627,0.053644923,1.336126242,0.089628864,0.037118429,1.080900286
west,Primary,10,27,16,NW,5,open,2735,3,2.9,0.1,3.333333333,-28.11333333,48.76,-1.49,1.376666667,35.44950627,0.053644923,1.336126242,0.089628864,0.037118429,1.080900286
west,Primary,10,27,16,NW,5,open,2736,3,2.3,0.7,23.33333333,-28.11333333,48.76,-1.49,1.376666667,35.44950627,0.053644923,1.336126242,0.089628864,0.037118429,1.080900286
west,Primary,10,27,16,NW,5,open,2737,3,0.5,2.5,83.33333333,-28.11333333,48.76,-1.49,1.376666667,35.44950627,0.053644923,1.336126242,0.089628864,0.037118429,1.080900286
west,Primary,10,27,16,NW,5,under,2738,3,2.5,0.5,16.66666667,-28.11333333,48.76,-1.49,1.376666667,35.44950627,0.053644923,1.336126242,0.089628864,0.037118429,1.080900286
west,Primary,11,28,0,W,5,under,2739,3,3,0,0,-28.41,44.78666667,-4.543333333,1.353333333,33.19899065,0.037859389,0.662377871,0.125476868,0.049777282,1.485935768
west,Primary,11,28,0,W,5,under,2740,3,1.6,1.4,46.66666667,-28.41,44.78666667,-4.543333333,1.353333333,33.19899065,0.037859389,0.662377871,0.125476868,0.049777282,1.485935768
west,Primary,11,28,0,W,5,open,2741,3,1.5,1.5,50,-28.41,44.78666667,-4.543333333,1.353333333,33.19899065,0.037859389,0.662377871,0.125476868,0.049777282,1.485935768
west,Primary,11,28,0,W,5,open,2743,3,1.5,1.5,50,-28.41,44.78666667,-4.543333333,1.353333333,33.19899065,0.037859389,0.662377871,0.125476868,0.049777282,1.485935768
west,Primary,11,28,0,W,5,open,2745,3,2.5,0.5,16.66666667,-28.41,44.78666667,-4.543333333,1.353333333,33.19899065,0.037859389,0.662377871,0.125476868,0.049777282,1.485935768
west,Primary,11,28,0,W,5,open,2746,3,2.6,0.4,13.33333333,-28.41,44.78666667,-4.543333333,1.353333333,33.19899065,0.037859389,0.662377871,0.125476868,0.049777282,1.485935768
west,Primary,12,29,16,W,5,open,2747,3,2.1,0.9,30,-28.95666667,48.95333333,-1.85,1.43,34.22901085,0.016666667,0.910610296,0.037859389,0.01,0.455803325
west,Primary,12,29,16,W,5,open,2748,3,2.2,0.8,26.66666667,-28.95666667,48.95333333,-1.85,1.43,34.22901085,0.016666667,0.910610296,0.037859389,0.01,0.455803325
west,Primary,12,29,16,W,5,open,2749,3,2.4,0.6,20,-28.95666667,48.95333333,-1.85,1.43,34.22901085,0.016666667,0.910610296,0.037859389,0.01,0.455803325
west,Primary,12,29,16,W,5,under,2750,3,2.1,0.9,30,-28.95666667,48.95333333,-1.85,1.43,34.22901085,0.016666667,0.910610296,0.037859389,0.01,0.455803325
west,Primary,12,29,16,W,5,open,2751,2,0.9,1.1,55,-28.95666667,48.95333333,-1.85,1.43,34.22901085,0.016666667,0.910610296,0.037859389,0.01,0.455803325
west,Primary,12,29,16,W,5,under,2752,2,2,0,0,-28.95666667,48.95333333,-1.85,1.43,34.22901085,0.016666667,0.910610296,0.037859389,0.01,0.455803325
west,Primary,12,29,16,W,5,under,2753,2,1.7,0.3,15,-28.95666667,48.95333333,-1.85,1.43,34.22901085,0.016666667,0.910610296,0.037859389,0.01,0.455803325
west,Primary,12,29,16,W,5,under,2754,2,2,0,0,-28.95666667,48.95333333,-1.85,1.43,34.22901085,0.016666667,0.910610296,0.037859389,0.01,0.455803325
west,Primary,13,30,16,NW,6,under,2755,2,1.4,0.6,30,-27.41,54.75666667,-1.57,1.303333333,43.01813025,0.01,1.17822371,0.060277138,0.142400062,4.66088068
west,Primary,13,30,16,NW,6,under,2756,2,1.6,0.4,20,-27.41,54.75666667,-1.57,1.303333333,43.01813025,0.01,1.17822371,0.060277138,0.142400062,4.66088068
west,Primary,13,30,16,NW,6,under,2757,2,0.9,1.1,55,-27.41,54.75666667,-1.57,1.303333333,43.01813025,0.01,1.17822371,0.060277138,0.142400062,4.66088068
west,Primary,13,30,16,NW,6,open,2758,2,0.7,1.3,65,-27.41,54.75666667,-1.57,1.303333333,43.01813025,0.01,1.17822371,0.060277138,0.142400062,4.66088068
west,Primary,13,30,16,NW,6,open,2759,2,1,1,50,-27.41,54.75666667,-1.57,1.303333333,43.01813025,0.01,1.17822371,0.060277138,0.142400062,4.66088068
west,Primary,13,30,16,NW,6,open,2760,2,1.4,0.6,30,-27.41,54.75666667,-1.57,1.303333333,43.01813025,0.01,1.17822371,0.060277138,0.142400062,4.66088068
west,Primary,13,30,16,NW,6,under,2761,2,1.6,0.4,20,-27.41,54.75666667,-1.57,1.303333333,43.01813025,0.01,1.17822371,0.060277138,0.142400062,4.66088068
west,Primary,13,30,16,NW,6,open,2762,2,1.1,0.9,45,-27.41,54.75666667,-1.57,1.303333333,43.01813025,0.01,1.17822371,0.060277138,0.142400062,4.66088068
west,Primary,14,31,0,NW,6,under,2567,2,2,0,0,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,14,31,0,NW,6,under,2570,2,2,0,0,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,14,31,0,NW,6,open,2764,2,1.8,0.2,10,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,14,31,0,NW,6,under,2765,2,1.4,0.6,30,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,14,31,0,NW,6,open,2766,2,0.9,1.1,55,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,14,31,0,NW,6,open,2767,2,1.5,0.5,25,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,14,31,0,NW,6,under,2768,2,1.3,0.7,35,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,14,31,0,NW,6,under,2769,2,1.3,0.7,35,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,14,31,0,NW,6,open,2770,2,1.6,0.4,20,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,15,32,8,W,6,under,2771,2,1.1,0.9,45,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,15,32,8,W,6,under,2772,2,1.6,0.4,20,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,15,32,8,W,6,under,2773,2,1.4,0.6,30,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,15,32,8,W,6,open,2774,2,0.5,1.5,75,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,15,32,8,W,6,open,2776,2,1.2,0.8,40,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,15,32,8,W,6,open,2777,2,1.2,0.8,40,-29.71666667,50.55666667,-4.48,1.456666667,34.7257761,0.080897741,2.137454353,0.125299641,0.032829526,1.502089568
west,Primary,16,33,16,W,6,open,2778,3,2.4,0.6,20,-28.25666667,46.01333333,-1.216666667,1.63,28.32130958,0.159826295,1.337813307,0.133832399,0.072341781,1.33419943
west,Primary,16,33,16,W,6,under,2779,3,1.2,1.8,60,-28.25666667,46.01333333,-1.216666667,1.63,28.32130958,0.159826295,1.337813307,0.133832399,0.072341781,1.33419943
west,Primary,16,33,16,W,6,under,2780,3,2.5,0.5,16.66666667,-28.25666667,46.01333333,-1.216666667,1.63,28.32130958,0.159826295,1.337813307,0.133832399,0.072341781,1.33419943
west,Primary,16,33,16,W,6,open,2781,3,2.3,0.7,23.33333333,-28.25666667,46.01333333,-1.216666667,1.63,28.32130958,0.159826295,1.337813307,0.133832399,0.072341781,1.33419943
west,Primary,16,33,16,W,6,under,2782,3,2.3,0.7,23.33333333,-28.25666667,46.01333333,-1.216666667,1.63,28.32130958,0.159826295,1.337813307,0.133832399,0.072341781,1.33419943
west,Primary,16,33,16,W,6,open,2783,3,2.5,0.5,16.66666667,-28.25666667,46.01333333,-1.216666667,1.63,28.32130958,0.159826295,1.337813307,0.133832399,0.072341781,1.33419943
west,Primary,16,33,16,W,6,open,2784,3,1.9,1.1,36.66666667,-28.25666667,46.01333333,-1.216666667,1.63,28.32130958,0.159826295,1.337813307,0.133832399,0.072341781,1.33419943
west,Primary,16,33,16,W,6,under,2785,3,2.4,0.6,20,-28.25666667,46.01333333,-1.216666667,1.63,28.32130958,0.159826295,1.337813307,0.133832399,0.072341781,1.33419943
west,Primary,17,34,8,NW,6,open,2786,2,0.6,1.4,70,-28.49666667,46.81,-3.6,1.55,30.28125893,0.100388136,1.225085031,0.060827625,0.078102497,0.860121168
west,Primary,17,34,8,NW,6,open,2787,2,1.4,0.6,30,-28.49666667,46.81,-3.6,1.55,30.28125893,0.100388136,1.225085031,0.060827625,0.078102497,0.860121168
west,Primary,17,34,8,NW,6,under,2788,2,0.8,1.2,60,-28.49666667,46.81,-3.6,1.55,30.28125893,0.100388136,1.225085031,0.060827625,0.078102497,0.860121168
west,Primary,17,34,8,NW,6,under,2789,2,1.4,0.6,30,-28.49666667,46.81,-3.6,1.55,30.28125893,0.100388136,1.225085031,0.060827625,0.078102497,0.860121168
west,Primary,17,34,8,NW,6,under,2791,2,1.2,0.8,40,-28.49666667,46.81,-3.6,1.55,30.28125893,0.100388136,1.225085031,0.060827625,0.078102497,0.860121168
west,Primary,17,34,8,NW,6,open,2793,2,0.9,1.1,55,-28.49666667,46.81,-3.6,1.55,30.28125893,0.100388136,1.225085031,0.060827625,0.078102497,0.860121168
west,Primary,18,35,0,W,6,under,1740,3,1.8,1.2,40,-28.32666667,46.19333333,-5.27,1.266666667,36.49093703,0.029059326,2.867666492,0.02081666,0.08412953,0.172340435
west,Primary,18,35,0,W,6,open,1770,3.1,1.9,1.2,38.70967742,-28.32666667,46.19333333,-5.27,1.266666667,36.49093703,0.029059326,2.867666492,0.02081666,0.08412953,0.172340435
west,Primary,18,35,0,W,6,open,1870,3,2.8,0.2,6.666666667,-28.32666667,46.19333333,-5.27,1.266666667,36.49093703,0.029059326,2.867666492,0.02081666,0.08412953,0.172340435
west,Primary,18,35,0,W,6,open,1880,3,0,3,100,-28.32666667,46.19333333,-5.27,1.266666667,36.49093703,0.029059326,2.867666492,0.02081666,0.08412953,0.172340435
west,Primary,18,35,0,W,6,under,1900,3,2.2,0.8,26.66666667,-28.32666667,46.19333333,-5.27,1.266666667,36.49093703,0.029059326,2.867666492,0.02081666,0.08412953,0.172340435
west,Primary,18,35,0,W,6,open,1960,3,0.5,2.5,83.33333333,-28.32666667,46.19333333,-5.27,1.266666667,36.49093703,0.029059326,2.867666492,0.02081666,0.08412953,0.172340435
